0,haze primary
1,agriculture clear primary water
2,clear primary
3,clear primary
4,agriculture clear habitation primary road
5,haze primary water
6,agriculture clear cultivation primary water
7,haze primary
8,agriculture clear cultivation primary
9,agriculture clear cultivation primary road
10,agriculture clear primary slash_burn water
11,clear primary water
12,cloudy
13,clear primary
14,cloudy
15,clear primary
16,clear primary
17,partly_cloudy primary
18,clear primary
19,agriculture clear primary road
20,agriculture clear primary water
21,clear primary road water
22,partly_cloudy primary
23,agriculture clear primary road
24,conventional_mine partly_cloudy primary
25,clear primary
26,cloudy
27,agriculture partly_cloudy primary water
28,clear primary
29,partly_cloudy primary
30,clear primary water
31,clear cultivation primary
32,agriculture clear primary road
33,agriculture cultivation partly_cloudy primary
34,clear primary
35,clear primary
36,agriculture clear primary road
37,partly_cloudy primary
38,clear primary
39,clear primary
40,agriculture clear cultivation primary
41,agriculture clear primary
42,clear primary
43,bare_ground haze
44,clear primary
45,clear primary
46,bare_ground clear habitation primary
47,clear primary water
48,clear primary water
49,clear primary
50,cloudy
51,clear primary
52,agriculture clear habitation primary road water
53,clear primary
54,clear primary
55,partly_cloudy primary road water
56,clear primary water
57,artisinal_mine bare_ground clear primary water
58,agriculture clear primary road
59,agriculture clear habitation primary road
60,haze primary
61,clear primary
62,clear primary water
63,agriculture clear primary road
64,agriculture clear primary
65,clear primary
66,agriculture clear primary road
67,clear habitation primary road
68,cloudy
69,clear primary
70,blooming clear primary
71,clear primary water
72,cloudy
73,clear primary
74,agriculture partly_cloudy primary road
75,agriculture clear primary road water
76,partly_cloudy primary
77,cloudy
78,clear primary
79,clear cultivation primary
80,agriculture partly_cloudy primary road
81,clear primary
82,blooming clear cultivation habitation primary slash_burn
83,clear primary
84,agriculture clear habitation primary road
85,clear primary water
86,clear primary
87,cloudy
88,partly_cloudy primary
89,clear primary
90,agriculture partly_cloudy primary road
91,partly_cloudy primary
92,agriculture clear habitation primary road
93,clear primary
94,agriculture clear habitation primary road
95,clear primary
96,clear primary
97,cloudy
98,clear primary
99,partly_cloudy primary
100,bare_ground clear water
101,cloudy
102,clear primary
103,agriculture clear habitation primary road water
104,haze primary
105,clear primary
106,clear primary
107,partly_cloudy primary
108,cloudy
109,clear primary
110,clear primary
111,cloudy
112,agriculture clear primary road
113,agriculture clear primary
114,clear primary water
115,clear primary water
116,agriculture clear primary road
117,clear primary
118,cloudy
119,agriculture clear primary road water
120,clear primary
121,partly_cloudy primary water
122,agriculture clear primary road
123,agriculture bare_ground clear habitation primary road
124,bare_ground clear primary
125,agriculture clear primary
126,agriculture clear primary road
127,clear primary
128,clear primary
129,agriculture clear primary
130,partly_cloudy primary
131,agriculture clear primary road water
132,haze primary
133,haze primary
134,clear primary
135,clear primary water
136,haze primary
137,clear primary
138,cloudy
139,clear primary
140,clear primary
141,partly_cloudy primary water
142,agriculture clear habitation primary road
143,partly_cloudy primary water
144,agriculture partly_cloudy primary selective_logging
145,partly_cloudy primary
146,clear cultivation primary
147,clear primary
148,agriculture clear cultivation primary water
149,clear primary
150,agriculture partly_cloudy primary
151,agriculture clear cultivation primary selective_logging
152,haze primary
153,clear primary
154,clear primary
155,clear primary
156,clear primary water
157,agriculture partly_cloudy primary
158,agriculture clear primary water
159,agriculture clear primary road
160,partly_cloudy primary
161,partly_cloudy primary
162,agriculture partly_cloudy primary
163,clear primary
164,clear primary
165,clear primary water
166,clear primary road selective_logging water
167,agriculture habitation partly_cloudy primary road
168,cloudy
169,agriculture clear primary road
170,clear primary water
171,agriculture clear primary road
172,agriculture clear primary road
173,clear cultivation primary
174,cloudy
175,clear primary
176,clear primary
177,agriculture clear primary road water
178,clear primary
179,cloudy
180,haze primary
181,clear primary
182,partly_cloudy primary
183,clear primary
184,partly_cloudy primary
185,agriculture artisinal_mine clear cultivation habitation primary road water
186,clear primary road water
187,artisinal_mine clear primary road
188,clear primary water
189,clear primary road water
190,clear primary
191,partly_cloudy primary
192,blow_down clear primary
193,partly_cloudy primary
194,partly_cloudy primary
195,agriculture clear primary road
196,haze primary
197,agriculture clear primary road
198,clear primary
199,agriculture clear cultivation primary
200,clear primary
201,clear primary
202,clear habitation road
203,cloudy
204,clear primary
205,agriculture clear cultivation primary
206,partly_cloudy primary
207,bare_ground clear primary road
208,clear primary
209,agriculture clear primary road
210,partly_cloudy primary
211,clear habitation primary road
212,partly_cloudy primary
213,agriculture clear primary road water
214,clear primary
215,haze primary water
216,agriculture clear primary road
217,bare_ground clear primary
218,agriculture clear cultivation habitation primary road
219,clear primary
220,partly_cloudy primary
221,clear primary
222,agriculture clear cultivation habitation primary road water
223,clear primary
224,agriculture clear primary
225,agriculture clear cultivation habitation primary road
226,cloudy
227,agriculture clear cultivation primary
228,agriculture haze primary road water
229,agriculture clear cultivation primary
230,agriculture bare_ground habitation partly_cloudy primary road
231,partly_cloudy primary
232,clear primary
233,clear primary water
234,cloudy
235,clear primary
236,clear primary
237,artisinal_mine clear primary road water
238,clear primary
239,bare_ground clear primary water
240,agriculture clear primary road
241,agriculture haze primary road
242,clear primary
243,clear primary
244,clear primary
245,clear primary blooming
246,clear primary
247,agriculture clear cultivation habitation primary road selective_logging
248,haze primary
249,partly_cloudy primary
250,clear primary
251,clear primary
252,clear habitation primary
253,agriculture clear habitation primary road
254,clear primary
255,agriculture clear habitation primary road
256,agriculture clear cultivation primary
257,cloudy
258,clear habitation primary road
259,partly_cloudy primary
260,clear primary road water
261,agriculture clear primary
262,clear cultivation primary
263,agriculture clear primary
264,clear primary
265,partly_cloudy primary
266,clear cultivation habitation primary
267,partly_cloudy primary
268,agriculture clear habitation primary road
269,clear primary
270,agriculture clear primary road
271,clear primary
272,agriculture clear primary road
273,clear water
274,artisinal_mine clear primary road water
275,clear primary
276,partly_cloudy primary
277,clear primary
278,clear primary
279,clear cultivation primary
280,partly_cloudy primary
281,clear primary selective_logging
282,partly_cloudy primary
283,partly_cloudy primary water
284,cloudy
285,cloudy
286,agriculture artisinal_mine clear primary water
287,partly_cloudy primary
288,clear primary water
289,clear primary
290,clear water
291,agriculture clear primary road
292,agriculture partly_cloudy primary
293,clear primary water
294,clear primary road
295,clear primary water
296,clear primary
297,agriculture clear cultivation primary
298,agriculture bare_ground clear cultivation habitation primary
299,clear primary
300,clear primary
301,agriculture clear primary road water
302,cloudy
303,agriculture clear primary
304,agriculture clear primary
305,partly_cloudy primary
306,partly_cloudy primary
307,clear primary
308,agriculture cultivation partly_cloudy primary road water
309,agriculture clear primary water
310,clear primary
311,agriculture clear habitation primary road
312,partly_cloudy primary
313,clear primary water
314,agriculture clear primary road
315,agriculture haze primary road
316,agriculture clear primary
317,clear primary
318,clear primary
319,bare_ground clear road
320,partly_cloudy primary
321,clear primary water
322,clear primary road water
323,partly_cloudy primary
324,agriculture clear primary water
325,haze primary
326,agriculture clear primary
327,clear primary
328,agriculture partly_cloudy primary road
329,clear primary road water
330,agriculture clear primary water
331,partly_cloudy primary
332,haze primary
333,agriculture clear primary road
334,partly_cloudy primary road water
335,clear primary
336,clear primary
337,cloudy
338,agriculture clear primary
339,clear primary
340,partly_cloudy road water
341,haze primary
342,agriculture partly_cloudy primary road
343,cloudy
344,clear primary
345,agriculture clear primary
346,clear primary
347,partly_cloudy primary road water
348,clear primary
349,agriculture clear primary
350,agriculture clear primary road
351,agriculture haze primary road
352,cloudy
353,agriculture habitation partly_cloudy primary road
354,clear primary
355,clear primary
356,clear primary
357,clear primary
358,agriculture clear cultivation primary
359,agriculture partly_cloudy primary
360,haze primary
361,agriculture partly_cloudy primary road
362,clear primary water
363,haze primary water
364,clear primary
365,partly_cloudy primary
366,clear primary water
367,haze primary
368,clear primary
369,agriculture clear cultivation habitation primary
370,agriculture clear habitation primary road
371,clear primary
372,clear primary
373,clear primary
374,agriculture clear primary
375,clear primary
376,clear primary
377,partly_cloudy primary
378,clear primary
379,agriculture clear primary road
380,clear primary
381,agriculture clear cultivation habitation primary road
382,clear primary
383,clear primary
384,partly_cloudy primary
385,agriculture cultivation habitation partly_cloudy primary road
386,clear primary road water
387,clear primary
388,agriculture haze primary
389,agriculture clear primary road
390,agriculture clear primary road
391,agriculture clear primary road water
392,agriculture clear primary
393,agriculture clear primary road
394,blooming clear primary
395,partly_cloudy primary
396,cloudy
397,clear primary
398,clear primary
399,clear primary
400,agriculture partly_cloudy primary water
401,clear primary
402,partly_cloudy primary selective_logging
403,agriculture clear habitation primary
404,clear primary
405,agriculture clear primary road
406,agriculture haze primary water
407,clear primary
408,blooming clear primary
409,partly_cloudy primary
410,clear primary
411,agriculture clear primary road water
412,clear water
413,cloudy
414,haze primary
415,clear primary
416,clear habitation primary road water
417,haze primary
418,bare_ground clear primary water
419,agriculture clear habitation primary road
420,bare_ground clear primary road
421,agriculture clear primary water
422,clear primary
423,clear primary
424,clear primary
425,clear habitation road
426,haze primary water
427,clear primary
428,clear primary
429,clear primary
430,agriculture blooming clear cultivation primary
431,clear primary
432,haze primary
433,clear primary
434,agriculture partly_cloudy primary
435,bare_ground clear primary
436,clear primary
437,cloudy
438,clear primary
439,clear primary
440,partly_cloudy primary
441,agriculture partly_cloudy primary road water
442,agriculture clear primary water
443,clear primary
444,clear primary road
445,cultivation partly_cloudy primary water
446,clear primary
447,clear primary
448,agriculture artisinal_mine clear primary road water
449,clear primary
450,clear primary water
451,bare_ground clear primary
452,partly_cloudy water
453,cloudy
454,haze primary water
455,clear primary
456,agriculture clear habitation primary road water
457,clear primary
458,haze primary
459,clear primary
460,haze primary
461,agriculture habitation partly_cloudy primary
462,clear primary
463,clear primary road water
464,agriculture clear primary
465,clear cultivation primary
466,clear primary
467,agriculture clear cultivation primary
468,clear primary
469,clear primary
470,clear primary
471,agriculture bare_ground clear cultivation primary water
472,clear primary water
473,clear primary
474,agriculture partly_cloudy primary water
475,clear primary road
476,cloudy
477,agriculture clear cultivation habitation primary slash_burn
478,clear primary
479,clear primary
480,clear primary
481,partly_cloudy primary
482,partly_cloudy primary
483,clear primary
484,clear primary
485,clear primary
486,bare_ground clear primary
487,clear primary
488,clear primary water
489,clear primary water
490,clear primary
491,clear habitation primary road water
492,partly_cloudy primary
493,clear primary
494,clear primary
495,clear primary water
496,clear primary
497,clear primary
498,agriculture clear habitation primary road water
499,bare_ground clear primary
500,partly_cloudy primary
501,clear primary
502,clear primary
503,clear primary road water
504,haze primary water
505,partly_cloudy primary
506,partly_cloudy primary
507,agriculture partly_cloudy primary
508,clear primary
509,clear primary
510,partly_cloudy primary
511,clear primary water
512,agriculture clear habitation primary road water
513,clear cultivation habitation primary road
514,clear primary
515,clear primary
516,agriculture clear primary road
517,partly_cloudy primary water
518,agriculture haze primary road water
519,blooming clear primary
520,agriculture cultivation partly_cloudy primary
521,bare_ground blow_down clear primary slash_burn
522,agriculture clear primary road
523,agriculture habitation partly_cloudy primary road
524,agriculture clear primary water
525,agriculture clear primary road water
526,partly_cloudy primary
527,agriculture partly_cloudy primary
528,clear primary
529,blooming clear primary
530,clear primary
531,clear primary
532,agriculture cultivation partly_cloudy primary road
533,clear habitation road
534,cloudy
535,blow_down clear primary
536,clear primary
537,blooming clear primary
538,clear primary
539,agriculture habitation partly_cloudy primary road
540,agriculture habitation partly_cloudy primary road
541,agriculture cultivation partly_cloudy primary water
542,partly_cloudy primary
543,clear primary
544,clear primary selective_logging
545,clear primary
546,agriculture clear primary road
547,clear primary
548,clear primary
549,clear primary water
550,partly_cloudy primary
551,partly_cloudy primary
552,agriculture clear primary
553,agriculture partly_cloudy primary road
554,haze primary
555,clear primary
556,clear primary water
557,agriculture clear primary road
558,clear primary
559,agriculture clear cultivation habitation primary
560,clear primary
561,clear primary
562,agriculture haze primary
563,partly_cloudy primary
564,clear primary
565,agriculture clear primary road water
566,blooming clear primary
567,agriculture clear cultivation primary
568,agriculture clear primary water
569,cloudy
570,bare_ground clear road
571,partly_cloudy primary
572,agriculture clear primary road water
573,clear primary
574,agriculture clear cultivation primary road water
575,clear primary road
576,partly_cloudy primary
577,agriculture clear primary
578,clear primary
579,partly_cloudy primary
580,clear primary
581,haze primary water
582,cloudy
583,clear primary
584,agriculture clear habitation primary road
585,agriculture clear habitation primary road
586,clear primary
587,clear primary
588,clear cultivation primary
589,agriculture partly_cloudy primary
590,agriculture clear primary
591,clear primary
592,clear primary
593,clear primary
594,clear primary
595,clear primary water
596,partly_cloudy primary
597,agriculture blooming clear primary road water
598,partly_cloudy primary water
599,agriculture clear primary
600,clear primary
601,cloudy
602,clear primary
603,clear primary
604,agriculture clear primary road
605,clear primary water
606,clear primary
607,agriculture clear primary road
608,agriculture partly_cloudy primary
609,bare_ground clear primary
610,agriculture clear primary road
611,clear primary
612,clear primary
613,agriculture clear cultivation habitation primary road
614,partly_cloudy primary water
615,clear primary
616,clear primary
617,clear primary
618,clear cultivation primary water
619,agriculture clear primary water
620,partly_cloudy primary
621,clear primary
622,clear primary
623,agriculture clear primary water
624,clear primary
625,haze primary
626,clear primary
627,clear primary
628,clear primary
629,clear primary
630,clear primary
631,agriculture clear primary road
632,agriculture clear primary road water
633,agriculture clear habitation primary road
634,agriculture clear primary
635,clear primary
636,clear primary
637,clear primary
638,clear primary
639,clear primary
640,clear primary
641,clear primary
642,clear primary water
643,clear primary
644,clear primary
645,clear primary water
646,cloudy
647,partly_cloudy primary
648,partly_cloudy primary
649,agriculture clear cultivation primary
650,cloudy
651,agriculture clear habitation primary road water
652,clear primary water
653,agriculture clear cultivation primary road
654,haze primary
655,clear primary
656,agriculture clear habitation primary road
657,agriculture clear primary road
658,clear primary
659,blooming partly_cloudy primary
660,clear primary
661,agriculture haze primary
662,clear primary
663,clear primary
664,clear primary
665,agriculture clear cultivation primary road water
666,agriculture clear cultivation primary
667,clear primary
668,clear primary
669,agriculture clear cultivation habitation primary road
670,agriculture clear cultivation primary road water
671,clear primary
672,agriculture partly_cloudy primary
673,clear primary
674,partly_cloudy primary
675,agriculture partly_cloudy primary
676,clear primary
677,agriculture clear habitation primary road
678,agriculture partly_cloudy primary road
679,clear primary
680,agriculture clear cultivation habitation primary road water
681,clear primary
682,clear primary
683,agriculture clear primary road
684,partly_cloudy primary
685,clear primary
686,clear primary
687,clear primary
688,agriculture haze primary road
689,clear primary water
690,agriculture haze primary road
691,clear primary
692,partly_cloudy primary
693,agriculture clear water
694,clear primary
695,clear habitation primary road
696,agriculture clear cultivation primary road selective_logging
697,clear primary
698,bare_ground clear primary
699,agriculture clear habitation primary water
700,clear primary water
701,agriculture clear habitation primary water
702,agriculture clear primary road
703,blow_down clear primary
704,haze primary
705,clear primary
706,partly_cloudy primary
707,partly_cloudy primary
708,clear primary water
709,clear primary
710,clear primary
711,cultivation partly_cloudy primary
712,blooming clear primary
713,clear primary
714,clear primary
715,agriculture partly_cloudy primary road water
716,agriculture partly_cloudy primary
717,cloudy
718,bare_ground clear primary water
719,clear primary
720,agriculture clear cultivation habitation primary
721,agriculture partly_cloudy primary road
722,agriculture clear primary road water
723,clear primary
724,clear primary
725,agriculture habitation partly_cloudy primary
726,agriculture partly_cloudy primary water
727,clear primary
728,agriculture clear cultivation habitation primary road slash_burn
729,clear primary
730,clear primary water
731,clear primary
732,clear primary
733,agriculture clear primary road
734,clear primary
735,clear primary water
736,agriculture clear cultivation habitation primary road
737,clear primary
738,agriculture clear cultivation primary
739,agriculture clear habitation primary
740,haze primary water
741,clear primary
742,clear primary water
743,cloudy
744,agriculture clear habitation primary road
745,partly_cloudy primary
746,clear primary road selective_logging
747,clear primary
748,clear primary
749,agriculture clear primary road
750,agriculture clear primary water
751,agriculture clear primary road
752,partly_cloudy primary
753,agriculture partly_cloudy primary
754,clear primary
755,clear primary water
756,agriculture cultivation habitation partly_cloudy primary road
757,partly_cloudy primary
758,cloudy
759,partly_cloudy primary
760,clear primary
761,clear primary
762,agriculture clear habitation primary road
763,agriculture clear primary water
764,clear primary road
765,habitation partly_cloudy road
766,agriculture partly_cloudy primary road
767,agriculture clear primary road
768,clear primary
769,agriculture habitation partly_cloudy primary
770,agriculture clear cultivation habitation primary road
771,clear primary water
772,clear primary
773,clear primary
774,partly_cloudy primary
775,haze primary
776,clear primary
777,clear primary
778,clear primary water
779,clear primary
780,agriculture clear cultivation primary
781,partly_cloudy primary water
782,cloudy
783,clear primary water
784,clear primary
785,agriculture cultivation partly_cloudy primary
786,agriculture clear cultivation primary
787,clear primary water
788,clear primary
789,clear primary
790,cloudy
791,clear primary
792,clear primary
793,agriculture clear primary road
794,habitation partly_cloudy primary road
795,bare_ground clear primary road
796,partly_cloudy primary
797,partly_cloudy primary
798,partly_cloudy primary
799,cloudy
800,agriculture haze primary
801,clear primary
802,agriculture clear cultivation habitation primary
803,clear primary
804,agriculture partly_cloudy primary road
805,clear primary
806,clear primary water
807,haze primary
808,clear primary
809,agriculture clear cultivation habitation primary road
810,clear primary
811,agriculture clear habitation primary
812,clear primary
813,agriculture clear primary
814,agriculture clear habitation primary road
815,partly_cloudy primary water
816,agriculture clear cultivation primary
817,cloudy
818,clear primary
819,partly_cloudy primary water
820,agriculture clear habitation primary road water
821,clear primary
822,clear primary
823,cloudy
824,clear primary
825,bare_ground clear cultivation habitation primary water
826,agriculture partly_cloudy primary road
827,cloudy
828,clear primary
829,agriculture clear primary road
830,agriculture clear primary
831,agriculture clear primary
832,clear primary
833,clear primary
834,partly_cloudy primary
835,clear primary
836,clear primary
837,clear primary
838,clear primary water
839,clear primary
840,partly_cloudy primary
841,agriculture clear primary
842,partly_cloudy primary
843,agriculture clear primary road
844,partly_cloudy primary
845,clear primary
846,partly_cloudy primary
847,clear primary
848,clear primary
849,habitation haze primary road
850,clear primary
851,agriculture clear cultivation primary road
852,clear primary
853,clear primary water
854,clear primary
855,clear primary
856,agriculture partly_cloudy primary
857,agriculture clear primary
858,agriculture clear primary road
859,agriculture clear primary road
860,cloudy
861,clear primary road water
862,clear primary water
863,clear primary
864,clear primary blooming
865,clear cultivation habitation primary water
866,agriculture clear habitation primary road
867,agriculture clear habitation primary road
868,clear primary
869,clear primary
870,partly_cloudy primary water
871,clear primary road selective_logging
872,agriculture clear primary road water
873,partly_cloudy primary
874,partly_cloudy primary road water
875,agriculture clear primary road
876,agriculture clear cultivation primary
877,clear primary
878,clear primary
879,agriculture haze primary
880,clear primary
881,partly_cloudy primary
882,agriculture partly_cloudy primary
883,agriculture clear primary
884,partly_cloudy primary
885,cultivation haze primary
886,clear primary
887,partly_cloudy primary
888,cloudy
889,clear primary
890,agriculture clear primary
891,clear primary
892,clear primary blooming
893,cloudy
894,agriculture clear cultivation primary
895,agriculture clear primary road
896,agriculture clear habitation primary
897,blooming partly_cloudy primary
898,clear cultivation primary water
899,clear primary
900,partly_cloudy primary water
901,agriculture clear primary
902,cloudy
903,clear primary
904,partly_cloudy primary
905,clear primary
906,clear primary
907,clear cultivation primary
908,clear primary
909,agriculture clear primary
910,clear primary road
911,clear primary
912,partly_cloudy primary
913,clear cultivation habitation primary
914,clear cultivation primary
915,clear primary water
916,agriculture clear primary water
917,clear primary
918,clear primary
919,clear primary water
920,haze primary
921,agriculture clear primary
922,clear primary
923,partly_cloudy primary water
924,blow_down clear primary
925,agriculture clear cultivation primary
926,clear primary
927,clear primary
928,partly_cloudy primary water
929,clear primary
930,clear primary
931,agriculture clear primary
932,agriculture clear primary road
933,clear primary water
934,clear primary water
935,partly_cloudy primary
936,clear primary
937,clear primary
938,cloudy
939,clear primary
940,agriculture clear primary road
941,clear primary water
942,partly_cloudy primary
943,clear primary water
944,clear primary road
945,clear primary
946,clear primary
947,clear cultivation primary
948,agriculture clear cultivation primary
949,agriculture clear cultivation habitation primary road
950,clear primary road water
951,cultivation partly_cloudy primary water
952,partly_cloudy primary water
953,agriculture habitation partly_cloudy primary road water
954,partly_cloudy primary
955,clear primary
956,clear primary water
957,clear habitation primary road
958,agriculture partly_cloudy primary water
959,agriculture clear primary
960,agriculture clear primary water
961,partly_cloudy primary
962,clear primary
963,haze primary
964,clear primary
965,haze primary
966,agriculture clear primary road
967,clear primary
968,haze primary
969,partly_cloudy primary
970,cloudy
971,clear primary
972,partly_cloudy primary water
973,agriculture clear primary
974,bare_ground clear primary road water
975,partly_cloudy primary
976,clear primary
977,agriculture clear habitation primary road water
978,clear primary
979,clear primary water
980,clear primary
981,clear primary
982,agriculture clear habitation primary road
983,clear primary
984,cloudy
985,clear primary
986,agriculture clear cultivation primary
987,agriculture haze primary
988,agriculture partly_cloudy primary road
989,haze primary water
990,clear primary
991,agriculture clear primary road
992,agriculture clear cultivation primary
993,clear habitation primary water
994,artisinal_mine partly_cloudy primary water
995,clear primary
996,partly_cloudy primary road
997,artisinal_mine clear primary road selective_logging water
998,agriculture cultivation partly_cloudy primary road
999,clear primary
1000,partly_cloudy primary
1001,clear primary
1002,clear primary
1003,clear primary
1004,clear primary water
1005,clear primary
1006,clear primary
1007,clear primary
1008,clear primary
1009,agriculture clear primary road
1010,clear primary
1011,clear primary road water
1012,clear cultivation primary road water
1013,partly_cloudy primary
